run,relation,domain,relation_family,confidence,importance,absorbed,active,use_count,replay_count,provenance,proof,rule_id
hybrid_no_replay_decay,Mexico --CAPITAL_CONTINENT--> North America,external_geo_kgqa,NEARTO,0.8,1.0,False,False,0,0,learned_from_trace:external_geo_trace_011,Mexico --HAS_CAPITAL--> Mexico City; Mexico City --LOCATED_IN--> North America,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT"
hybrid_no_replay_decay,Argentina --CAPITAL_CONTINENT--> South America,external_geo_kgqa,NEARTO,0.8,1.0,False,False,0,0,learned_from_trace:external_geo_trace_012,Argentina --HAS_CAPITAL--> Buenos Aires; Buenos Aires --LOCATED_IN--> South America,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT"
hybrid_no_replay_decay,South Korea --CAPITAL_CONTINENT--> Asia,external_geo_kgqa,NEARTO,0.8,1.0,False,False,0,0,learned_from_trace:external_geo_trace_013,South Korea --HAS_CAPITAL--> Seoul; Seoul --LOCATED_IN--> Asia,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT"
hybrid_no_replay_decay,Italy --CAPITAL_CONTINENT--> Europe,external_geo_kgqa,NEARTO,0.8,1.0,False,False,0,0,learned_from_trace:external_geo_trace_014,Italy --HAS_CAPITAL--> Rome; Rome --LOCATED_IN--> Europe,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT"
hybrid_no_replay_decay,Nigeria --CAPITAL_CONTINENT--> Africa,external_geo_kgqa,NEARTO,0.8,1.0,False,False,0,0,learned_from_trace:external_geo_trace_015,Nigeria --HAS_CAPITAL--> Abuja; Abuja --LOCATED_IN--> Africa,"(HAS_CAPITAL, LOCATED_IN) -> CAPITAL_CONTINENT"
hybrid_no_replay_decay,math_problem_x_plus_2_eq_5 --HAS_SOLUTION--> x_equals_3,math,LEADS_TO,0.8,1.0,False,False,0,0,learned_from_trace:math_trace_001,math_problem_x_plus_2_eq_5 --HAS_EQUATION--> equation_x_plus_2_eq_5; equation_x_plus_2_eq_5 --EQUATION_SOLVES_TO--> x_equals_3,"(HAS_EQUATION, EQUATION_SOLVES_TO) -> HAS_SOLUTION"
hybrid_no_replay_decay,math_problem_2x_eq_10 --HAS_SOLUTION--> x_equals_5,math,LEADS_TO,0.8,1.0,False,False,0,0,learned_from_trace:math_trace_002,math_problem_2x_eq_10 --HAS_EQUATION--> equation_2x_eq_10; equation_2x_eq_10 --EQUATION_SOLVES_TO--> x_equals_5,"(HAS_EQUATION, EQUATION_SOLVES_TO) -> HAS_SOLUTION"
hybrid_no_replay_decay,math_problem_x_minus_4_eq_2 --HAS_SOLUTION--> x_equals_6,math,LEADS_TO,0.8,1.0,False,False,0,0,learned_from_trace:math_trace_003,math_problem_x_minus_4_eq_2 --HAS_EQUATION--> equation_x_minus_4_eq_2; equation_x_minus_4_eq_2 --EQUATION_SOLVES_TO--> x_equals_6,"(HAS_EQUATION, EQUATION_SOLVES_TO) -> HAS_SOLUTION"
hybrid_no_replay_decay,incident_checkout_latency --HAS_ROOT_CAUSE--> cause_database_bottleneck,rca,LEADS_TO,0.8,1.0,False,False,0,0,learned_from_trace:rca_trace_001,incident_checkout_latency --HAS_SIGNAL--> signal_db_cpu_spike; signal_db_cpu_spike --SIGNAL_POINTS_TO--> cause_database_bottleneck,"(HAS_SIGNAL, SIGNAL_POINTS_TO) -> HAS_ROOT_CAUSE"
hybrid_no_replay_decay,incident_api_errors --HAS_ROOT_CAUSE--> cause_auth_service_degradation,rca,LEADS_TO,0.8,1.0,False,False,0,0,learned_from_trace:rca_trace_002,incident_api_errors --HAS_SIGNAL--> signal_auth_timeout; signal_auth_timeout --SIGNAL_POINTS_TO--> cause_auth_service_degradation,"(HAS_SIGNAL, SIGNAL_POINTS_TO) -> HAS_ROOT_CAUSE"
hybrid_no_replay_decay,incident_payment_failures --HAS_ROOT_CAUSE--> cause_payment_gateway_outage,rca,LEADS_TO,0.8,1.0,False,False,0,0,learned_from_trace:rca_trace_003,incident_payment_failures --HAS_SIGNAL--> signal_gateway_5xx; signal_gateway_5xx --SIGNAL_POINTS_TO--> cause_payment_gateway_outage,"(HAS_SIGNAL, SIGNAL_POINTS_TO) -> HAS_ROOT_CAUSE"
hybrid_no_replay_decay,forecast_case_churn_q3 --FORECAST_RISK--> risk_high_churn,forecast,LEADS_TO,0.8,1.0,False,True,0,0,learned_from_trace:forecast_trace_001,forecast_case_churn_q3 --HAS_TREND--> trend_usage_drop; trend_usage_drop --TREND_IMPLIES_RISK--> risk_high_churn,"(HAS_TREND, TREND_IMPLIES_RISK) -> FORECAST_RISK"
hybrid_no_replay_decay,forecast_case_inventory --FORECAST_RISK--> risk_stockout,forecast,LEADS_TO,0.8,1.0,False,True,0,0,learned_from_trace:forecast_trace_002,forecast_case_inventory --HAS_TREND--> trend_demand_spike; trend_demand_spike --TREND_IMPLIES_RISK--> risk_stockout,"(HAS_TREND, TREND_IMPLIES_RISK) -> FORECAST_RISK"
hybrid_no_replay_decay,forecast_case_fraud --FORECAST_RISK--> risk_fraud_escalation,forecast,LEADS_TO,0.8,1.0,False,True,0,0,learned_from_trace:forecast_trace_003,forecast_case_fraud --HAS_TREND--> trend_anomaly_spike; trend_anomaly_spike --TREND_IMPLIES_RISK--> risk_fraud_escalation,"(HAS_TREND, TREND_IMPLIES_RISK) -> FORECAST_RISK"
